ID,target
1,0.69024169039226
3,0.512218045472967
6,0.715643769596149
9,0.786239369495389
10,0.481948164438223
11,0.865787461577397
12,0.96098123197064
13,0.946539287770876
15,0.835268030373134
17,0.933525288673497
18,0.218171172080011
19,0.887158440269778
27,0.820820098407269
29,0.972493548346941
33,0.360733450940334
34,0.936160485952061
39,0.824840848362971
41,0.857413464211136
44,0.959406562863781
45,0.568412460921885
47,0.821001652663533
48,0.96698372231681
49,0.77629347404051
53,0.918357603694547
56,0.881137922319907
57,0.748133241998377
59,0.938325983038669
61,0.865534133273175
64,0.964114195761016
68,0.892479563773388
72,0.671774156246916
73,0.919597105984313
81,0.952349403860372
82,0.564565700601979
85,0.929332897941009
87,0.901021996050769
88,0.819628726465153
92,0.928464738295773
95,0.973259486209969
96,0.971077526947964
97,0.949622286525619
99,0.84891473042803
103,0.654159506272786
104,0.89833133199796
105,0.555063863692979
106,0.796627359364173
111,0.825411540795748
112,0.61132481135268
114,0.95327739941039
117,0.894456760485026
118,0.914476388048331
119,0.973581692867418
120,0.833108494967542
121,0.93274453610568
123,0.700096768199626
127,0.94547361783483
129,0.916139798084474
130,0.893456718278475
132,0.878006000415318
133,0.764795997432752
134,0.920635492236383
135,0.783279959970624
139,0.825351924648375
141,0.979839879193458
142,0.843767607823513
145,0.956303264431622
146,0.907259030160709
147,0.525322552641831
150,0.935105109744661
152,0.825059705102915
153,0.882379729357507
158,0.860495965007847
160,0.657821121486748
163,0.491965356754115
164,0.974643140560459
171,0.924234954800507
172,0.572939269913507
173,0.979938916047806
174,0.704182909890694
175,0.955231977762631
176,0.701997179311939
177,0.239780959537596
178,0.866669883968245
179,0.866298203165745
180,0.511839179122417
181,0.488843531271742
182,0.776747034940452
185,0.503692802473996
187,0.950214033916291
189,0.935615551629154
190,0.938727603484874
192,0.906769561025944
193,0.749625882502312
200,0.860587060088687
201,0.621015448109557
202,0.59649259818048
203,0.907989711251368
204,0.829613979202428
205,0.796021984415957
206,0.779757202401255
208,0.93302801539299
209,0.833480954012643
212,0.299893951058944
214,0.957585422584396
216,0.860573201581231
224,0.963915276891819
227,0.790159363393595
228,0.574061887380104
229,0.756430752899906
230,0.556969289350916
231,0.151580947329985
232,0.973254460643906
233,0.525809601286612
235,0.901716299565442
237,0.348237085687377
240,0.89759196531088
243,0.922789863994525
244,0.311947374662931
245,0.855504046718931
246,0.842021099554773
247,0.852273313695383
248,0.926904076792556
250,0.844293572629648
252,0.708435170302183
254,0.902626279199627
255,0.810116966594162
257,0.940033335267077
267,0.974308649647819
268,0.512926110907696
271,0.246254874814317
274,0.834452070298674
277,0.550097330850676
280,0.962991627913891
281,0.804999890487375
283,0.609695686538844
284,0.334017406041353
286,0.885328125565718
287,0.891938564013368
288,0.960071197319056
290,0.951724484096409
291,0.861211288266014
292,0.886686590722238
295,0.764134330689563
301,0.905668809736961
303,0.700836224370336
304,0.840302150802966
305,0.407414212711944
308,0.955502223655096
313,0.910264836516904
314,0.973438618110597
315,0.935452767777497
317,0.854009972961364
318,0.511250372068294
319,0.640658600114579
320,0.373566279867273
323,0.939405990149564
325,0.898409424261712
327,0.795477323894456
328,0.941672865391102
329,0.903825912769626
330,0.978212122217734
333,0.284676506583969
334,0.865701981782322
342,0.841977344697495
343,0.750277315729718
346,0.822682014949683
347,0.942803315750705
348,0.749420924291646
353,0.95866710413552
354,0.952739654000659
356,0.948276436834749
358,0.387681514088421
359,0.703793392126561
360,0.825338964536447
361,0.879641167385479
365,0.819714778646933
366,0.565020025957687
367,0.833482112387776
370,0.814526719787243
371,0.721746021684099
373,0.384643071119647
375,0.673817332740274
378,0.818585304327476
379,0.551030554313479
380,0.82915512487809
383,0.415933748231346
388,0.678440558774344
389,0.697387246461245
392,0.936782325608119
395,0.791828314864875
396,0.968205657967898
397,0.495900095437372
400,0.922259353950495
401,0.821891695933488
402,0.498141309953248
403,0.386235511149434
405,0.97405658360321
408,0.882387741699975
410,0.772884131276333
414,0.92429561109852
415,0.605465589924899
416,0.677090977039416
418,0.764867544376069
422,0.969344051161766
424,0.781745501203941
427,0.84130582928339
428,0.952546779377436
429,0.835813089508428
430,0.345803185256318
436,0.969416934945345
437,0.950883541368197
438,0.964679176567458
440,0.508658723893984
441,0.620485976457415
443,0.786074928895233
445,0.975089316498989
446,0.945698251498531
447,0.753406764265772
448,0.713096164127274
451,0.532386055444935
453,0.914528173640199
454,0.881623716107993
458,0.656597434938065
460,0.931421508294061
461,0.952867903938773
463,0.977162797253001
465,0.620493883583121
466,0.532561706639313
469,0.778005898175437
470,0.851801128127592
474,0.797230246285203
475,0.8663870342194
484,0.972822462194
485,0.576713897346734
486,0.671420905611468
490,0.968006413858863
493,0.95044214043235
494,0.662634561900786
497,0.906140933395641
498,0.793289234266426
501,0.973306177243816
503,0.696213912480155
508,0.175911772815967
510,0.806294196391841
511,0.98020835597984
512,0.618681331032824
513,0.911008579659446
514,0.943029526236261
515,0.849040439404023
517,0.878273847161527
518,0.401912022084083
519,0.879618076028762
523,0.641550148934581
525,0.848812580687506
526,0.930631139932872
530,0.913966139553813
532,0.804195375480241
537,0.845062785862403
538,0.582584385282567
539,0.623671227031996
541,0.875353660395714
542,0.888997706678906
544,0.583830711466622
545,0.650152153858684
550,0.206071782302388
551,0.860736993195606
552,0.833855385263342
553,0.894301102585214
557,0.674988397536605
558,0.779836954222431
564,0.617800386139796
567,0.951586653801532
568,0.978828617613007
571,0.880023488449918
575,0.456022171623768
577,0.902628909967588
578,0.708846430320358
580,0.858478224086448
586,0.538060655646194
589,0.868520937353222
591,0.683023746170173
592,0.668569740135525
593,0.95794591466659
595,0.823662827928478
596,0.862188622635318
599,0.536410489611532
608,0.956183320582899
610,0.637885569855987
611,0.976998962360239
614,0.51437544819714
616,0.632032046862885
618,0.923909371581259
619,0.864656152670536
620,0.974775603762166
621,0.945764904999104
622,0.940483101686469
627,0.948301978176625
629,0.954309572687042
630,0.912635351670991
631,0.484465024300273
632,0.723750859373679
633,0.883235929892314
634,0.781059483594114
635,0.904736730777056
636,0.849931638545214
637,0.954305782917842
638,0.784342781132573
639,0.343727103300578
641,0.687473804680594
648,0.961404482579032
649,0.654608755480689
654,0.595761463118444
660,0.934023602717479
662,0.262528310993801
664,0.982829487884549
665,0.665403907265196
669,0.973508979471368
670,0.913247527710833
671,0.631914779023286
672,0.600086436048873
675,0.753235001814247
676,0.855259949122996
677,0.829470998559469
